,ID,Date,Latitude,Longitude,Year
356,ISCGEM849911,2/5/1966,26.246,103.18700000000001,1966
357,ISCGEMSUP849913,2/5/1966,50.023,155.506,1966
358,ISCGEM849961,2/7/1966,29.956,69.76100000000001,1966
359,ISCGEM849991,2/7/1966,30.276,70.041,1966
360,ISCGEM850033,2/9/1966,-56.79,-25.965,1966
361,ISCGEM850037,2/9/1966,-9.851,116.376,1966
362,ISCGEM850066,2/10/1966,31.193,142.001,1966
363,ISCGEM850077,2/10/1966,20.711,146.16299999999998,1966
364,ISCGEM850145,2/13/1966,-6.561,132.642,1966
365,ISCGEM850150,2/13/1966,26.12,103.22200000000001,1966
366,ISCGEM850227,2/16/1966,-17.67,168.021,1966
367,ISCGEM850269,2/17/1966,-32.265,78.866,1966
368,ISCGEM850271,2/17/1966,-32.233000000000004,78.999,1966
369,ISCGEM850284,2/18/1966,6.709,123.84200000000001,1966
370,ISCGEM850356,2/21/1966,-55.495,-27.079,1966
371,ISCGEM850367,2/21/1966,26.14,125.744,1966
372,ISCGEM850390,2/22/1966,-5.388,151.592,1966
373,ISCGEM850482,2/25/1966,-15.404000000000002,-172.843,1966
374,ISCGEM850487,2/26/1966,52.55,173.46200000000002,1966
375,ISCGEM850544,2/28/1966,43.691,139.738,1966
376,ISCGEM850553,2/28/1966,29.244,130.344,1966
377,ISCGEM850562,2/28/1966,-25.983,-70.328,1966
378,ISCGEM848903,3/3/1966,48.256,154.425,1966
379,ISCGEM848946,3/4/1966,-38.747,178.06099999999998,1966
380,ISCGEM848978,3/6/1966,31.525,80.487,1966
381,ISCGEM848981,3/6/1966,31.421999999999997,80.554,1966
382,ISCGEM849021,3/7/1966,37.156,114.875,1966
383,ISCGEM849028,3/8/1966,-13.696,166.555,1966
384,ISCGEM849033,3/8/1966,1.903,126.334,1966
385,ISCGEM849034,3/8/1966,1.742,126.337,1966
386,ISCGEMSUP849053,3/8/1966,-19.991,-68.842,1966
387,ISCGEM849160,3/12/1966,24.122,122.583,1966
388,ISCGEM849341,3/17/1966,-21.149,-179.093,1966
389,ISCGEM849390,3/19/1966,-52.655,19.709,1966
390,ISCGEM849400,3/20/1966,0.622,29.863000000000003,1966
391,ISCGEM849416,3/20/1966,-21.176,-174.429,1966
392,ISCGEM849479,3/22/1966,37.535,115.039,1966
393,ISCGEM849480,3/22/1966,37.545,115.061,1966
394,ISCGEM849501,3/23/1966,23.973000000000003,122.93799999999999,1966
395,ISCGEMSUP849541,3/24/1966,-13.626,166.829,1966
396,ISCGEM849601,3/26/1966,37.714,115.275,1966
397,ISCGEM849603,3/26/1966,37.798,115.096,1966
398,ISCGEM849641,3/27/1966,8.865,-83.46700000000001,1966
399,ISCGEM849682,3/29/1966,23.869,142.248,1966
400,ISCGEM849686,3/29/1966,37.464,115.12700000000001,1966
401,ISCGEM848041,4/3/1966,36.617,141.121,1966
402,ISCGEM848084,4/4/1966,12.01,92.48299999999999,1966
403,ISCGEM848136,4/6/1966,-45.685,96.00299999999999,1966
404,ISCGEM848162,4/6/1966,56.382,-154.60399999999998,1966
405,ISCGEM848174,4/7/1966,26.199,127.507,1966
406,ISCGEM848199,4/8/1966,51.301,157.703,1966
407,ISCGEM848237,4/9/1966,9.408999999999999,-84.28200000000001,1966
408,ISCGEM848256,4/9/1966,-14.074000000000002,166.72400000000002,1966
409,ISCGEM848290,4/10/1966,-31.451999999999998,-71.04899999999999,1966
410,ISCGEM848314,4/11/1966,18.113,-102.557,1966
411,ISCGEM848349,4/12/1966,-38.231,-72.695,1966
412,ISCGEM848355,4/13/1966,-38.194,-73.19800000000001,1966
413,ISCGEM848441,4/16/1966,56.896,-153.601,1966
414,ISCGEM848572,4/20/1966,18.82,147.221,1966
415,ISCGEM848573,4/20/1966,41.703,48.238,1966
416,ISCGEM848596,4/21/1966,35.580999999999996,142.171,1966
417,ISCGEM848601,4/21/1966,35.6,142.037,1966
418,ISCGEM848610,4/22/1966,-37.656,-73.428,1966
419,ISCGEM848633,4/22/1966,57.271,-152.483,1966
420,ISCGEM848634,4/23/1966,-0.711,122.191,1966
421,ISCGEM848649,4/23/1966,-0.57,122.235,1966
422,ISCGEM847068,5/1/1966,-8.341000000000001,-74.142,1966
423,ISCGEM847081,5/2/1966,-5.996,149.735,1966
424,ISCGEM847094,5/2/1966,-8.495,114.96700000000001,1966
425,ISCGEM847191,5/5/1966,24.298000000000002,122.595,1966
426,ISCGEM847303,5/9/1966,34.425,26.455,1966
427,ISCGEM847380,5/11/1966,48.888000000000005,156.275,1966
428,ISCGEM847381,5/11/1966,48.848,156.28799999999998,1966
429,ISCGEM847389,5/11/1966,48.853,156.13299999999998,1966
430,ISCGEM847467,5/14/1966,34.023,138.983,1966
431,ISCGEM847497,5/15/1966,51.41,-178.291,1966
432,ISCGEM847502,5/16/1966,-6.974,129.352,1966
433,ISCGEM847531,5/17/1966,-44.195,-75.47800000000001,1966
434,ISCGEM847550,5/18/1966,24.97,-109.085,1966
435,ISCGEM847580,5/19/1966,53.934,-164.122,1966
